,abordagem,size_page,precision_query,recall_query,f1-score_query,ndcg_query,precision_sinonimos,recall_sinonimos,f1-score_sinonimos,ndcg_sinonimos,precision_erros_digitacao,recall_erros_digitacao,f1-score_erros_digitacao,ndcg_erros_digitacao,precision_reordenados,recall_reordenados,f1-score_reordenados,ndcg_reordenados
39,labase,20,0.9,0.5806451612903226,0.7058823529411764,1.0,0.15,0.0967741935483871,0.11764705882352941,0.7844801364718915,0.9,0.5806451612903226,0.7058823529411764,0.9981550201909899,0.85,0.5483870967741935,0.6666666666666665,0.9963715685800565
40,all_mini,20,0.9,0.782608695652174,0.8372093023255814,0.9983989356377082,0.4,0.34782608695652173,0.37209302325581395,0.857228859209023,0.6,0.5217391304347826,0.5581395348837209,0.9614300302987474,0.75,0.6521739130434783,0.6976744186046512,0.9912315365068226
41,q_bv2,20,0.5,0.43478260869565216,0.46511627906976744,0.9786005598885595,0.45,0.391304347826087,0.4186046511627907,0.9793642634052333,0.4,0.34782608695652173,0.37209302325581395,0.9808642748886734,0.4,0.34782608695652173,0.37209302325581395,1.0
42,mpnet,20,0.45,0.391304347826087,0.4186046511627907,0.9948085371947841,0.45,0.391304347826087,0.4186046511627907,0.9880056266325408,0.45,0.391304347826087,0.4186046511627907,0.9909788435451956,0.45,0.391304347826087,0.4186046511627907,0.9646392255911825
43,labase,20,0.8,0.6956521739130435,0.7441860465116279,0.9878561738696295,0.75,0.6521739130434783,0.6976744186046512,0.9881005817354982,0.75,0.6521739130434783,0.6976744186046512,0.9902462895528881,0.85,0.7391304347826086,0.7906976744186046,0.9937938839495609
44,all_mini,20,0.25,1.0,0.4,0.9917262577290513,0.2,0.8,0.32000000000000006,0.9818711654791372,0.25,1.0,0.4,0.9952623980734889,0.25,1.0,0.4,1.0
45,q_bv2,20,0.25,1.0,0.4,0.9820480678622899,0.15,0.6,0.24,0.9282983768965539,0.25,1.0,0.4,0.9809034005821794,0.25,1.0,0.4,0.9872538620251893
46,mpnet,20,0.2,0.8,0.32000000000000006,0.831181599052454,0.2,0.8,0.32000000000000006,0.9923461030001136,0.1,0.4,0.16000000000000003,0.766433990956823,0.25,1.0,0.4,0.8633221344758554
47,labase,20,0.2,0.8,0.32000000000000006,0.7806173166492897,0.1,0.4,0.16000000000000003,0.813723291495891,0.2,0.8,0.32000000000000006,0.7645042467006575,0.2,0.8,0.32000000000000006,0.7763778908939645
48,all_mini,20,0.3,0.24,0.2666666666666666,1.0,0.3,0.24,0.2666666666666666,1.0,0.25,0.2,0.22222222222222224,0.930386321109488,0.3,0.24,0.2666666666666666,1.0
49,q_bv2,20,0.7,0.56,0.6222222222222222,0.981500112381891,0.3,0.24,0.2666666666666666,1.0,0.55,0.44,0.48888888888888893,0.9739917539412534,0.75,0.6,0.6666666666666665,0.9906045871222616
50,mpnet,20,0.25,0.2,0.22222222222222224,0.8631758074762134,0.45,0.36,0.39999999999999997,0.871725490675506,0.25,0.2,0.22222222222222224,0.879867836706012,0.15,0.12,0.1333333333333333,0.9796808707575757
51,labase,20,0.3,0.24,0.2666666666666666,1.0,0.3,0.24,0.2666666666666666,0.9491546172962253,0.3,0.24,0.2666666666666666,1.0,0.3,0.24,0.2666666666666666,1.0
52,all_mini,20,0.2,0.08888888888888889,0.12307692307692307,0.9696575144672512,0.2,0.08888888888888889,0.12307692307692307,0.8588351637489123,0.2,0.08888888888888889,0.12307692307692307,0.9636523369824596,0.2,0.08888888888888889,0.12307692307692307,0.9437883074578652
53,q_bv2,20,0.45,0.2,0.27692307692307694,0.9712646909564486,0.7,0.3111111111111111,0.43076923076923074,0.9064371577233357,0.4,0.17777777777777778,0.24615384615384614,0.9730970024724724,0.45,0.2,0.27692307692307694,0.9578621086588431
54,mpnet,20,0.45,0.2,0.27692307692307694,0.9833554058016555,0.25,0.1111111111111111,0.15384615384615383,0.9472692047587645,0.55,0.24444444444444444,0.3384615384615384,0.975826705894833,0.35,0.15555555555555556,0.21538461538461537,0.9455267724265353
55,labase,20,0.95,0.4222222222222222,0.5846153846153845,0.9988248783099942,0.85,0.37777777777777777,0.523076923076923,0.9943896721437301,0.95,0.4222222222222222,0.5846153846153845,0.9967222855559115,0.95,0.4222222222222222,0.5846153846153845,0.9983566502171431
56,all_mini,20,0.8,1.0,0.888888888888889,0.9986212189952882,0.65,0.8125,0.7222222222222223,0.9955160954934751,0.8,1.0,0.888888888888889,1.0,0.75,0.9375,0.8333333333333334,1.0
57,q_bv2,20,0.8,1.0,0.888888888888889,0.998135910355701,0.5,0.625,0.5555555555555556,0.9963138681419191,0.65,0.8125,0.7222222222222223,0.9987086657717168,0.8,1.0,0.888888888888889,0.9998050962755741
58,mpnet,20,0.8,1.0,0.888888888888889,1.0,0.5,0.625,0.5555555555555556,0.9802994825144358,0.8,1.0,0.888888888888889,1.0,0.75,0.9375,0.8333333333333334,0.9975447860295489
59,labase,20,0.7,0.875,0.7777777777777777,0.9994666863835412,0.7,0.875,0.7777777777777777,0.9939402782790266,0.75,0.9375,0.8333333333333334,0.9971665955386417,0.7,0.875,0.7777777777777777,0.9949658608910631
60,all_mini,20,0.25,1.0,0.4,0.9639385723604753,0.25,1.0,0.4,0.9869546417952839,0.2,0.8,0.32000000000000006,0.9688425945910243,0.25,1.0,0.4,0.9611239724664881
61,q_bv2,20,0.2,0.8,0.32000000000000006,0.9933694684805372,0.2,0.8,0.32000000000000006,0.9447176050778178,0.2,0.8,0.32000000000000006,1.0,0.2,0.8,0.32000000000000006,1.0
62,mpnet,20,0.25,1.0,0.4,0.950027443004169,0.2,0.8,0.32000000000000006,1.0,0.2,0.8,0.32000000000000006,1.0,0.25,1.0,0.4,0.9704273687428797
63,labase,20,0.2,0.8,0.32000000000000006,1.0,0.2,0.8,0.32000000000000006,1.0,0.2,0.8,0.32000000000000006,1.0,0.2,0.8,0.32000000000000006,1.0
64,all_mini,20,0.0,0.0,0,1.0,0.0,0.0,0,0.6895201560018591,0.0,0.0,0,0,0.0,0.0,0,0.9667942943341226
65,q_bv2,20,0.25,0.21739130434782608,0.23255813953488372,0.9382575834141604,0.15,0.13043478260869565,0.13953488372093023,0.7456487739584511,0.05,0.043478260869565216,0.046511627906976744,0.23540891336663824,0.3,0.2608695652173913,0.27906976744186046,0.934860728462657
66,mpnet,20,0.0,0.0,0,0.8175295903539445,0.0,0.0,0,0.6309297535714575,0.0,0.0,0,0.43067655807339306,0.0,0.0,0,0.8772153153380493
67,labase,20,0.1,0.08695652173913043,0.09302325581395349,0.609693508526983,0.05,0.043478260869565216,0.046511627906976744,0.6885288809404666,0.15,0.13043478260869565,0.13953488372093023,0.6164355258464794,0.1,0.08695652173913043,0.09302325581395349,0.6026565925124764
68,all_mini,20,0.3,0.2857142857142857,0.2926829268292683,0.9382729867343446,0.4,0.38095238095238093,0.3902439024390244,0.9831104571687174,0.45,0.42857142857142855,0.4390243902439024,0.9875859889812016,0.2,0.19047619047619047,0.1951219512195122,0.965795880617003
69,q_bv2,20,0.3,0.2857142857142857,0.2926829268292683,0.929937890815098,0.2,0.19047619047619047,0.1951219512195122,0.6481347617549508,0.15,0.14285714285714285,0.14634146341463414,1.0,0.3,0.2857142857142857,0.2926829268292683,0.9306364124607216
70,mpnet,20,0.15,0.14285714285714285,0.14634146341463414,1.0,0.15,0.14285714285714285,0.14634146341463414,1.0,0.25,0.23809523809523808,0.24390243902439024,0.6494504482658218,0.05,0.047619047619047616,0.04878048780487805,0.3010299956639812
71,labase,20,0.45,0.42857142857142855,0.4390243902439024,0.953022322208697,0.6,0.5714285714285714,0.5853658536585366,0.9797824134014427,0.4,0.38095238095238093,0.3902439024390244,0.9496085684099148,0.5,0.47619047619047616,0.4878048780487805,0.9275607584025555
72,all_mini,20,0.05,0.020833333333333332,0.029411764705882353,0.8453652093485087,0.05,0.020833333333333332,0.029411764705882353,0.755006057213644,0.05,0.020833333333333332,0.029411764705882353,0.8453652093485087,0.1,0.041666666666666664,0.058823529411764705,0.7756369584844247
73,q_bv2,20,0.0,0.0,0,0.9698579618466676,0.4,0.16666666666666666,0.23529411764705882,0.9650669846560279,0.0,0.0,0,0.9555237563026008,0.0,0.0,0,0.9446444161691829
74,mpnet,20,0.15,0.0625,0.08823529411764706,0.721334767613264,0.2,0.08333333333333333,0.11764705882352941,0.6274205778722667,0.15,0.0625,0.08823529411764706,0.9062604469463652,0.2,0.08333333333333333,0.11764705882352941,0.7337334481388641
75,labase,20,0.95,0.3958333333333333,0.5588235294117647,0.9978389306330161,0.25,0.10416666666666667,0.14705882352941177,0.7578232967004148,0.95,0.3958333333333333,0.5588235294117647,0.9983566502171431,0.9,0.375,0.5294117647058825,0.9945251501379723
76,all_mini,20,0.25,1.0,0.4,0.9668342083190151,0.25,1.0,0.4,0.960448950415991,0.2,0.8,0.32000000000000006,1.0,0.25,1.0,0.4,0.9634012691943225
77,q_bv2,20,0.25,1.0,0.4,0.98184832424553,0.25,1.0,0.4,1.0,0.2,0.8,0.32000000000000006,1.0,0.25,1.0,0.4,0.98184832424553
78,mpnet,20,0.25,1.0,0.4,1.0,0.25,1.0,0.4,0.98184832424553,0.15,0.6,0.24,0.8187273837601525,0.25,1.0,0.4,1.0
79,labase,20,0.2,0.8,0.32000000000000006,1.0,0.2,0.8,0.32000000000000006,1.0,0.2,0.8,0.32000000000000006,1.0,0.2,0.8,0.32000000000000006,1.0
80,all_mini,20,0.25,0.7142857142857143,0.37037037037037035,0.8760914446837442,0.05,0.14285714285714285,0.07407407407407408,1.0,0.05,0.14285714285714285,0.07407407407407408,1.0,0.2,0.5714285714285714,0.29629629629629634,0.9709286432396581
81,q_bv2,20,0.3,0.8571428571428571,0.4444444444444444,0.7841142876099246,0.05,0.14285714285714285,0.07407407407407408,1.0,0.05,0.14285714285714285,0.07407407407407408,1.0,0.3,0.8571428571428571,0.4444444444444444,0.7240960857081724
82,mpnet,20,0.25,0.7142857142857143,0.37037037037037035,0.8973563286584036,0.0,0.0,0,0,0.0,0.0,0,0,0.2,0.5714285714285714,0.29629629629629634,0.9221979021492724
83,labase,20,0.05,0.14285714285714285,0.07407407407407408,1.0,0.05,0.14285714285714285,0.07407407407407408,1.0,0.05,0.14285714285714285,0.07407407407407408,1.0,0.05,0.14285714285714285,0.07407407407407408,1.0
84,all_mini,20,0.05,0.2,0.08000000000000002,1.0,0.05,0.2,0.08000000000000002,1.0,0.05,0.2,0.08000000000000002,1.0,0.05,0.2,0.08000000000000002,0.9639404333166532
85,q_bv2,20,0.05,0.2,0.08000000000000002,1.0,0.05,0.2,0.08000000000000002,1.0,0.05,0.2,0.08000000000000002,1.0,0.05,0.2,0.08000000000000002,1.0
86,mpnet,20,0.15,0.6,0.24,0.7817225087283065,0.2,0.8,0.32000000000000006,0.9438661545147248,0.2,0.8,0.32000000000000006,0.8510717840361742,0.05,0.2,0.08000000000000002,1.0
87,labase,20,0.05,0.2,0.08000000000000002,1.0,0.05,0.2,0.08000000000000002,1.0,0.05,0.2,0.08000000000000002,1.0,0.05,0.2,0.08000000000000002,1.0
88,all_mini,20,0.35,0.30434782608695654,0.3255813953488372,0.8834469914509389,0.1,0.08695652173913043,0.09302325581395349,0.8353053942915374,0.2,0.17391304347826086,0.18604651162790697,0.8645907300883799,0.4,0.34782608695652173,0.37209302325581395,0.8992257862212159
89,q_bv2,20,0.1,0.08695652173913043,0.09302325581395349,0.719404010694086,0.0,0.0,0,0.7969969746746066,0.05,0.043478260869565216,0.046511627906976744,0.8744194230838436,0.05,0.043478260869565216,0.046511627906976744,0.8267033489521155
90,mpnet,20,0.25,0.21739130434782608,0.23255813953488372,0.9552915077708887,0.5,0.43478260869565216,0.46511627906976744,0.9579923849777287,0.25,0.21739130434782608,0.23255813953488372,0.9504365626979916,0.3,0.2608695652173913,0.27906976744186046,0.9007942178455989
91,labase,20,0.05,0.043478260869565216,0.046511627906976744,1.0,0.05,0.043478260869565216,0.046511627906976744,1.0,0.05,0.043478260869565216,0.046511627906976744,1.0,0.05,0.043478260869565216,0.046511627906976744,1.0
92,all_mini,20,0.1,0.2,0.13333333333333333,1.0,0.1,0.2,0.13333333333333333,1.0,0.1,0.2,0.13333333333333333,1.0,0.15,0.3,0.2,0.902864247986854
93,q_bv2,20,0.2,0.4,0.26666666666666666,0.8849474209950405,0.2,0.4,0.26666666666666666,0.8927074373592836,0.2,0.4,0.26666666666666666,0.8676645584943116,0.2,0.4,0.26666666666666666,0.8917401961182142
94,mpnet,20,0.15,0.3,0.2,0.8836626764285779,0.2,0.4,0.26666666666666666,0.8706361407118282,0.2,0.4,0.26666666666666666,0.8474522688397471,0.35,0.7,0.4666666666666667,0.8797900297663799
95,labase,20,0.1,0.2,0.13333333333333333,0.9790187994940358,0.1,0.2,0.13333333333333333,0.9790187994940358,0.1,0.2,0.13333333333333333,0.9790187994940358,0.1,0.2,0.13333333333333333,1.0
96,all_mini,20,0.05,0.03333333333333333,0.04,1.0,0.05,0.03333333333333333,0.04,1.0,0.05,0.03333333333333333,0.04,1.0,0.05,0.03333333333333333,0.04,1.0
97,q_bv2,20,0.05,0.03333333333333333,0.04,1.0,0.05,0.03333333333333333,0.04,1.0,0.05,0.03333333333333333,0.04,1.0,0.05,0.03333333333333333,0.04,1.0
98,mpnet,20,0.1,0.06666666666666667,0.08,0.7841802768331765,0.05,0.03333333333333333,0.04,1.0,0.1,0.06666666666666667,0.08,0.8065735963827292,0.1,0.06666666666666667,0.08,0.8065735963827292
99,labase,20,0.1,0.06666666666666667,0.08,0.9197207891481876,0.05,0.03333333333333333,0.04,1.0,0.05,0.03333333333333333,0.04,1.0,0.1,0.06666666666666667,0.08,1.0
100,all_mini,20,0.5,0.625,0.5555555555555556,0.9491802063046773,0.8,1.0,0.888888888888889,0.9978263458677178,0.35,0.4375,0.38888888888888884,0.9574932475778686,0.5,0.625,0.5555555555555556,0.9688779385932709
101,q_bv2,20,0.45,0.5625,0.5,0.9138469521731646,0.75,0.9375,0.8333333333333334,0.9948937907215247,0.3,0.375,0.33333333333333326,0.9491910270214483,0.45,0.5625,0.5,0.9498110485382617
102,mpnet,20,0.3,0.375,0.33333333333333326,0.971689228682085,0.6,0.75,0.6666666666666665,0.9553490582708017,0.1,0.125,0.11111111111111112,0.8065735963827292,0.3,0.375,0.33333333333333326,0.9876712785649564
103,labase,20,0.6,0.75,0.6666666666666665,0.9888388226672822,0.6,0.75,0.6666666666666665,0.9841056401315329,0.45,0.5625,0.5,0.9086983410735319,0.55,0.6875,0.6111111111111112,0.9872751990859572
104,all_mini,20,0.3,0.1875,0.23076923076923075,1.0,0.05,0.03125,0.038461538461538464,1.0,0.25,0.15625,0.19230769230769232,1.0,0.45,0.28125,0.34615384615384615,0.9716242715232638
105,q_bv2,20,0.35,0.21875,0.2692307692307692,0.9815441540827996,0.05,0.03125,0.038461538461538464,0.5,0.35,0.21875,0.2692307692307692,0.9618837976809479,0.3,0.1875,0.23076923076923075,1.0
106,mpnet,20,0.5,0.3125,0.38461538461538464,0.9941862118847536,0.05,0.03125,0.038461538461538464,0.6309297535714574,0.2,0.125,0.15384615384615385,0.9349366583346497,0.55,0.34375,0.42307692307692313,0.9846594113554884
107,labase,20,0.8,0.5,0.6153846153846154,0.993584849713611,0.45,0.28125,0.34615384615384615,0.93917028971075,0.7,0.4375,0.5384615384615384,0.9937663309506694,0.9,0.5625,0.6923076923076923,0.9975425653185142
108,all_mini,20,0.1,0.3333333333333333,0.15384615384615383,0.9526162072602586,0.15,0.5,0.23076923076923075,0.9608095873107765,0.15,0.5,0.23076923076923075,0.9441760206782112,0.1,0.3333333333333333,0.15384615384615383,0.974581998014136
109,q_bv2,20,0.1,0.3333333333333333,0.15384615384615383,0.9144051791106143,0.05,0.16666666666666666,0.07692307692307691,0.9601885761742599,0.05,0.16666666666666666,0.07692307692307691,0.9923757602721704,0.05,0.16666666666666666,0.07692307692307691,0.992668214925849
110,mpnet,20,0.15,0.5,0.23076923076923075,0.9392656117526451,0.15,0.5,0.23076923076923075,0.8145642560384564,0.2,0.6666666666666666,0.30769230769230765,0.9354099301886266,0.1,0.3333333333333333,0.15384615384615383,0.7441222673467175
111,labase,20,0.15,0.5,0.23076923076923075,0.9772824467607607,0.15,0.5,0.23076923076923075,0.8672753816984566,0.15,0.5,0.23076923076923075,0.9543014196772931,0.15,0.5,0.23076923076923075,0.9787054084697686
112,all_mini,20,0.15,0.08571428571428572,0.10909090909090909,0.9316448698431532,0.05,0.02857142857142857,0.03636363636363636,0.9444654709766486,0.5,0.2857142857142857,0.36363636363636365,0.971739049799331,0.65,0.37142857142857144,0.4727272727272728,0.9592894708398906
113,q_bv2,20,0.15,0.08571428571428572,0.10909090909090909,0.8771812826365335,0.15,0.08571428571428572,0.10909090909090909,1.0,0.1,0.05714285714285714,0.07272727272727272,1.0,0.15,0.08571428571428572,0.10909090909090909,0.9638654880113294
114,mpnet,20,0.1,0.05714285714285714,0.07272727272727272,0.7411009346325634,0.1,0.05714285714285714,0.07272727272727272,0.7614408812249754,0.05,0.02857142857142857,0.03636363636363636,1.0,0.15,0.08571428571428572,0.10909090909090909,0.8232024921711749
115,labase,20,0.15,0.08571428571428572,0.10909090909090909,0.8151675374898667,0.15,0.08571428571428572,0.10909090909090909,0.8278123145308897,0.1,0.05714285714285714,0.07272727272727272,0.7700871371433884,0.15,0.08571428571428572,0.10909090909090909,0.8414569772493907
116,all_mini,20,0.05,0.030303030303030304,0.03773584905660378,1.0,0.05,0.030303030303030304,0.03773584905660378,1.0,0.2,0.12121212121212122,0.15094339622641512,0.8840300778494704,0.05,0.030303030303030304,0.03773584905660378,1.0
117,q_bv2,20,0.4,0.24242424242424243,0.30188679245283023,0.8666081174539538,0.4,0.24242424242424243,0.30188679245283023,0.7942262724631883,0.5,0.30303030303030304,0.37735849056603776,0.9035743955071184,0.1,0.06060606060606061,0.07547169811320756,0.9250098201822583
118,mpnet,20,0.1,0.06060606060606061,0.07547169811320756,0.9341760826188519,0.05,0.030303030303030304,0.03773584905660378,0.8648609535376715,0.2,0.12121212121212122,0.15094339622641512,0.8629847580176196,0.2,0.12121212121212122,0.15094339622641512,0.8476321941255688
119,labase,20,0.05,0.030303030303030304,0.03773584905660378,1.0,0.05,0.030303030303030304,0.03773584905660378,1.0,0.05,0.030303030303030304,0.03773584905660378,1.0,0.05,0.030303030303030304,0.03773584905660378,1.0
120,all_mini,20,0.25,0.35714285714285715,0.2941176470588235,1.0,0.25,0.35714285714285715,0.2941176470588235,0.9043980816456211,0.25,0.35714285714285715,0.2941176470588235,0.9472692047587645,0.25,0.35714285714285715,0.2941176470588235,1.0
121,q_bv2,20,0.25,0.35714285714285715,0.2941176470588235,1.0,0.05,0.07142857142857142,0.058823529411764705,0.27023815442731974,0.25,0.35714285714285715,0.2941176470588235,0.9708923176105697,0.3,0.42857142857142855,0.3529411764705882,0.9796825595768973
122,mpnet,20,0.2,0.2857142857142857,0.23529411764705882,1.0,0.1,0.14285714285714285,0.11764705882352941,0.48247555939075515,0.2,0.2857142857142857,0.23529411764705882,1.0,0.2,0.2857142857142857,0.23529411764705882,1.0
123,labase,20,0.4,0.5714285714285714,0.47058823529411764,0.9888026041880242,0.15,0.21428571428571427,0.1764705882352941,0.5111812608170151,0.4,0.5714285714285714,0.47058823529411764,0.9888026041880242,0.35,0.5,0.4117647058823529,0.9911205770005564
124,all_mini,20,0.9,0.4186046511627907,0.5714285714285715,0.9992338982888208,0.3,0.13953488372093023,0.1904761904761905,0.5961842328568074,0.9,0.4186046511627907,0.5714285714285715,1.0,0.85,0.3953488372093023,0.5396825396825397,0.9991451145086059
125,q_bv2,20,0.7,0.32558139534883723,0.44444444444444453,0.998761703471837,0.65,0.3023255813953488,0.4126984126984127,0.9827425058076161,0.95,0.4418604651162791,0.6031746031746031,0.9937515900838544,0.8,0.37209302325581395,0.5079365079365079,0.9986212189952882
126,mpnet,20,0.85,0.3953488372093023,0.5396825396825397,0.9967617832580452,0.0,0.0,0,0,0.65,0.3023255813953488,0.4126984126984127,0.9973335033136791,0.9,0.4186046511627907,0.5714285714285715,0.9993875451275243
127,labase,20,0.85,0.3953488372093023,0.5396825396825397,0.992515747236737,0.45,0.20930232558139536,0.28571428571428575,0.9974788203493206,0.85,0.3953488372093023,0.5396825396825397,0.9906967203096819,0.85,0.3953488372093023,0.5396825396825397,0.9947486496788738
128,all_mini,20,0.15,0.6,0.24,0.9130689212173096,0.05,0.2,0.08000000000000002,0.8560878833568007,0.15,0.6,0.24,0.9130689212173096,0.05,0.2,0.08000000000000002,0.9489376033325803
129,q_bv2,20,0.05,0.2,0.08000000000000002,0.9639404333166532,0.05,0.2,0.08000000000000002,1.0,0.05,0.2,0.08000000000000002,0.9639404333166532,0.05,0.2,0.08000000000000002,1.0
130,mpnet,20,0.05,0.2,0.08000000000000002,1.0,0.0,0.0,0,0,0.05,0.2,0.08000000000000002,1.0,0.05,0.2,0.08000000000000002,1.0
131,labase,20,0.2,0.8,0.32000000000000006,0.6896981269070931,0.1,0.4,0.16000000000000003,0.7525209243947575,0.2,0.8,0.32000000000000006,0.6896981269070931,0.15,0.6,0.24,0.7127196049864213
132,all_mini,20,0.2,1.0,0.33333333333333337,0.965876867928782,0.2,1.0,0.33333333333333337,0.8932618083357864,0.1,0.5,0.16666666666666669,0.9550337350142764,0.15,0.75,0.24999999999999997,0.9686152031181796
133,q_bv2,20,0.2,1.0,0.33333333333333337,0.9047308815250845,0.15,0.75,0.24999999999999997,0.7740763577528327,0.15,0.75,0.24999999999999997,0.7920874914199382,0.2,1.0,0.33333333333333337,0.9373680479639929
134,mpnet,20,0.2,1.0,0.33333333333333337,0.9005471983095722,0.05,0.25,0.08333333333333334,1.0,0.05,0.25,0.08333333333333334,1.0,0.15,0.75,0.24999999999999997,0.8271739282268582
135,labase,20,0.2,1.0,0.33333333333333337,1.0,0.2,1.0,0.33333333333333337,1.0,0.2,1.0,0.33333333333333337,1.0,0.2,1.0,0.33333333333333337,1.0
136,all_mini,20,0.25,1.0,0.4,1.0,0.25,1.0,0.4,0.9860556048813786,0.1,0.4,0.16000000000000003,0.9309987798835146,0.25,1.0,0.4,1.0
137,q_bv2,20,0.2,0.8,0.32000000000000006,0.9424324077802451,0.1,0.4,0.16000000000000003,1.0,0.15,0.6,0.24,0.8467974342184114,0.2,0.8,0.32000000000000006,0.9102578191334364
138,mpnet,20,0.25,1.0,0.4,0.9909148463535317,0.05,0.2,0.08000000000000002,0.6914199363081992,0.25,1.0,0.4,0.9797889806251308,0.25,1.0,0.4,0.958077574243227
139,labase,20,0.25,1.0,0.4,0.9687473303882322,0.2,0.8,0.32000000000000006,0.8691651143555074,0.25,1.0,0.4,0.9274123743221826,0.25,1.0,0.4,0.9825819480013518
140,all_mini,20,0.2,1.0,0.33333333333333337,1.0,0.2,1.0,0.33333333333333337,1.0,0.2,1.0,0.33333333333333337,1.0,0.2,1.0,0.33333333333333337,1.0
141,q_bv2,20,0.2,1.0,0.33333333333333337,1.0,0.2,1.0,0.33333333333333337,1.0,0.2,1.0,0.33333333333333337,1.0,0.2,1.0,0.33333333333333337,1.0
142,mpnet,20,0.2,1.0,0.33333333333333337,1.0,0.2,1.0,0.33333333333333337,1.0,0.2,1.0,0.33333333333333337,1.0,0.2,1.0,0.33333333333333337,1.0
143,labase,20,0.2,1.0,0.33333333333333337,0.961999147059583,0.2,1.0,0.33333333333333337,0.9221979021492724,0.2,1.0,0.33333333333333337,0.9828920819566878,0.2,1.0,0.33333333333333337,0.9709286432396581
144,all_mini,20,0.35,0.5384615384615384,0.4242424242424242,0.994308249707496,0.3,0.46153846153846156,0.3636363636363637,0.9651846891016961,0.35,0.5384615384615384,0.4242424242424242,0.9900270193123791,0.4,0.6153846153846154,0.4848484848484849,0.9828011988000502
145,q_bv2,20,0.5,0.7692307692307693,0.6060606060606061,0.9730185176413599,0.25,0.38461538461538464,0.30303030303030304,0.846934169912583,0.5,0.7692307692307693,0.6060606060606061,0.9796563468921231,0.5,0.7692307692307693,0.6060606060606061,0.9729998299137551
146,mpnet,20,0.5,0.7692307692307693,0.6060606060606061,0.9883757781469281,0.4,0.6153846153846154,0.4848484848484849,0.970681279626432,0.5,0.7692307692307693,0.6060606060606061,0.9811217848162969,0.55,0.8461538461538461,0.6666666666666667,0.9757931532487768
147,labase,20,0.55,0.8461538461538461,0.6666666666666667,0.9846002742912264,0.35,0.5384615384615384,0.4242424242424242,0.890185093366522,0.55,0.8461538461538461,0.6666666666666667,0.9837038915949985,0.5,0.7692307692307693,0.6060606060606061,0.9847393068315046
148,all_mini,20,0.35,0.3888888888888889,0.36842105263157887,0.9565110469487075,0.2,0.2222222222222222,0.2105263157894737,0.8974252855389365,0.2,0.2222222222222222,0.2105263157894737,0.9742688247729215,0.3,0.3333333333333333,0.3157894736842105,0.9256445075248783
149,q_bv2,20,0.25,0.2777777777777778,0.2631578947368421,0.9698090363659465,0.05,0.05555555555555555,0.052631578947368425,0.944847956559586,0.25,0.2777777777777778,0.2631578947368421,0.9420465409092962,0.2,0.2222222222222222,0.2105263157894737,0.9982048686640448
150,mpnet,20,0.25,0.2777777777777778,0.2631578947368421,0.9651542398847229,0.0,0.0,0,0,0.1,0.1111111111111111,0.10526315789473685,0.5953209299145453,0.2,0.2222222222222222,0.2105263157894737,0.9674192322784034
151,labase,20,0.4,0.4444444444444444,0.4210526315789474,0.9423305262682442,0.25,0.2777777777777778,0.2631578947368421,0.9500026600101624,0.4,0.4444444444444444,0.4210526315789474,0.9338731900732612,0.35,0.3888888888888889,0.36842105263157887,0.9601112727325807
152,all_mini,20,0.1,0.2857142857142857,0.14814814814814817,0.7601875334318685,0.1,0.2857142857142857,0.14814814814814817,0.7631539858737962,0.05,0.14285714285714285,0.07407407407407408,1.0,0.05,0.14285714285714285,0.07407407407407408,1.0
153,q_bv2,20,0.2,0.5714285714285714,0.29629629629629634,0.7975280306621519,0.1,0.2857142857142857,0.14814814814814817,1.0,0.25,0.7142857142857143,0.37037037037037035,0.7749252153661271,0.2,0.5714285714285714,0.29629629629629634,0.7905525417018164
154,mpnet,20,0.05,0.14285714285714285,0.07407407407407408,1.0,0.0,0.0,0,0,0.05,0.14285714285714285,0.07407407407407408,1.0,0.05,0.14285714285714285,0.07407407407407408,1.0
155,labase,20,0.1,0.2857142857142857,0.14814814814814817,0.8503449055347546,0.05,0.14285714285714285,0.07407407407407408,1.0,0.1,0.2857142857142857,0.14814814814814817,0.8175295903539446,0.1,0.2857142857142857,0.14814814814814817,0.7977228895450267
156,all_mini,20,0.05,0.022727272727272728,0.03125000000000001,1.0,0.05,0.022727272727272728,0.03125000000000001,0.9979654112215528,0.05,0.022727272727272728,0.03125000000000001,0.9995792427605626,0.05,0.022727272727272728,0.03125000000000001,1.0
157,q_bv2,20,0.05,0.022727272727272728,0.03125000000000001,0.9306832469214835,0.05,0.022727272727272728,0.03125000000000001,0.8578297726273058,0.05,0.022727272727272728,0.03125000000000001,0.9306332406996513,0.05,0.022727272727272728,0.03125000000000001,0.9306832469214835
158,mpnet,20,0.1,0.045454545454545456,0.06250000000000001,0.7977228895450267,0.1,0.045454545454545456,0.06250000000000001,0.7903864795495061,0.05,0.022727272727272728,0.03125000000000001,1.0,0.1,0.045454545454545456,0.06250000000000001,0.7977228895450267
159,labase,20,0.15,0.06818181818181818,0.09374999999999999,0.7720911544214066,0.1,0.045454545454545456,0.06250000000000001,0.7700871371433884,0.05,0.022727272727272728,0.03125000000000001,1.0,0.15,0.06818181818181818,0.09374999999999999,0.7720911544214066
160,all_mini,20,0.9,0.6666666666666666,0.7659574468085106,0.9990395365541851,0.1,0.07407407407407407,0.0851063829787234,0.31807342473412825,0.9,0.6666666666666666,0.7659574468085106,0.9990395365541851,0.9,0.6666666666666666,0.7659574468085106,0.9995964262784126
