,abordagem,size_page,precision_query,recall_query,f1-score_query,ndcg_query,precision_sinonimos,recall_sinonimos,f1-score_sinonimos,ndcg_sinonimos,precision_erros_digitacao,recall_erros_digitacao,f1-score_erros_digitacao,ndcg_erros_digitacao,precision_reordenados,recall_reordenados,f1-score_reordenados,ndcg_reordenados
51,labase,1,1.0,0.14285714285714285,0.25,1.0,1.0,0.14285714285714285,0.25,1.0,1.0,0.14285714285714285,0.25,1.0,1.0,0.14285714285714285,0.25,1.0
52,all_mini,1,1.0,0.14285714285714285,0.25,1.0,0.0,0.0,0,1.0,1.0,0.14285714285714285,0.25,1.0,1.0,0.14285714285714285,0.25,1.0
53,q_bv2,1,1.0,0.14285714285714285,0.25,1.0,0.0,0.0,0,1.0,1.0,0.14285714285714285,0.25,1.0,1.0,0.14285714285714285,0.25,1.0
54,mpnet,1,1.0,0.14285714285714285,0.25,1.0,0.0,0.0,0,1.0,1.0,0.14285714285714285,0.25,1.0,1.0,0.14285714285714285,0.25,1.0
55,labase,1,1.0,0.14285714285714285,0.25,1.0,0.0,0.0,0,1.0,0.0,0.0,0,1.0,1.0,0.14285714285714285,0.25,1.0
56,all_mini,1,1.0,0.02127659574468085,0.04166666666666667,1.0,0.0,0.0,0,0,1.0,0.02127659574468085,0.04166666666666667,1.0,1.0,0.02127659574468085,0.04166666666666667,1.0
57,q_bv2,1,1.0,0.02127659574468085,0.04166666666666667,1.0,0.0,0.0,0,0,1.0,0.02127659574468085,0.04166666666666667,1.0,1.0,0.02127659574468085,0.04166666666666667,1.0
58,mpnet,1,1.0,0.02127659574468085,0.04166666666666667,1.0,0.0,0.0,0,0,1.0,0.02127659574468085,0.04166666666666667,1.0,1.0,0.02127659574468085,0.04166666666666667,1.0
59,labase,1,1.0,0.02127659574468085,0.04166666666666667,1.0,0.0,0.0,0,0,1.0,0.02127659574468085,0.04166666666666667,1.0,1.0,0.02127659574468085,0.04166666666666667,1.0
60,all_mini,1,1.0,0.25,0.4,1.0,0.0,0.0,0,0,1.0,0.25,0.4,1.0,1.0,0.25,0.4,1.0
61,q_bv2,1,1.0,0.25,0.4,1.0,0.0,0.0,0,0,0.0,0.0,0,0,1.0,0.25,0.4,1.0
62,mpnet,1,1.0,0.25,0.4,1.0,0.0,0.0,0,0,1.0,0.25,0.4,1.0,1.0,0.25,0.4,1.0
63,labase,1,1.0,0.25,0.4,1.0,0.0,0.0,0,0,1.0,0.25,0.4,1.0,1.0,0.25,0.4,1.0
64,all_mini,1,0.0,0.0,0,1.0,0.0,0.0,0,0,0.0,0.0,0,1.0,0.0,0.0,0,1.0
65,q_bv2,1,0.0,0.0,0,1.0,0.0,0.0,0,0,1.0,0.25,0.4,1.0,0.0,0.0,0,1.0
66,mpnet,1,0.0,0.0,0,1.0,0.0,0.0,0,0,0.0,0.0,0,1.0,0.0,0.0,0,1.0
67,labase,1,0.0,0.0,0,1.0,0.0,0.0,0,0,0.0,0.0,0,1.0,1.0,0.25,0.4,1.0
68,all_mini,1,1.0,0.2,0.33333333333333337,1.0,0.0,0.0,0,1.0,0.0,0.0,0,1.0,1.0,0.2,0.33333333333333337,1.0
69,q_bv2,1,1.0,0.2,0.33333333333333337,1.0,0.0,0.0,0,1.0,0.0,0.0,0,0,1.0,0.2,0.33333333333333337,1.0
70,mpnet,1,1.0,0.2,0.33333333333333337,1.0,0.0,0.0,0,0,1.0,0.2,0.33333333333333337,1.0,1.0,0.2,0.33333333333333337,1.0
71,labase,1,1.0,0.2,0.33333333333333337,1.0,0.0,0.0,0,0,1.0,0.2,0.33333333333333337,1.0,1.0,0.2,0.33333333333333337,1.0
72,all_mini,1,0.0,0.0,0,1.0,0.0,0.0,0,1.0,0.0,0.0,0,1.0,0.0,0.0,0,1.0
73,q_bv2,1,0.0,0.0,0,1.0,1.0,0.1,0.18181818181818182,1.0,0.0,0.0,0,1.0,0.0,0.0,0,1.0
74,mpnet,1,0.0,0.0,0,1.0,0.0,0.0,0,0,0.0,0.0,0,1.0,0.0,0.0,0,1.0
75,labase,1,0.0,0.0,0,1.0,0.0,0.0,0,0,0.0,0.0,0,1.0,0.0,0.0,0,1.0
76,all_mini,1,1.0,0.07692307692307693,0.14285714285714288,1.0,0.0,0.0,0,0,1.0,0.07692307692307693,0.14285714285714288,1.0,1.0,0.07692307692307693,0.14285714285714288,1.0
77,q_bv2,1,1.0,0.07692307692307693,0.14285714285714288,1.0,0.0,0.0,0,1.0,0.0,0.0,0,0,1.0,0.07692307692307693,0.14285714285714288,1.0
78,mpnet,1,1.0,0.07692307692307693,0.14285714285714288,1.0,0.0,0.0,0,0,1.0,0.07692307692307693,0.14285714285714288,1.0,1.0,0.07692307692307693,0.14285714285714288,1.0
79,labase,1,1.0,0.07692307692307693,0.14285714285714288,1.0,0.0,0.0,0,0,1.0,0.07692307692307693,0.14285714285714288,1.0,1.0,0.07692307692307693,0.14285714285714288,1.0
80,all_mini,1,0.0,0.0,0,1.0,0.0,0.0,0,0,0.0,0.0,0,1.0,0.0,0.0,0,1.0
81,q_bv2,1,0.0,0.0,0,1.0,0.0,0.0,0,0,0.0,0.0,0,1.0,0.0,0.0,0,1.0
82,mpnet,1,1.0,0.09090909090909091,0.16666666666666669,1.0,0.0,0.0,0,0,1.0,0.09090909090909091,0.16666666666666669,1.0,1.0,0.09090909090909091,0.16666666666666669,1.0
83,labase,1,1.0,0.09090909090909091,0.16666666666666669,1.0,1.0,0.09090909090909091,0.16666666666666669,1.0,1.0,0.09090909090909091,0.16666666666666669,1.0,1.0,0.09090909090909091,0.16666666666666669,1.0
